,0
9151,0
9152,1-ci maddədə “qüsurlarına” sözü “pozuntularına” sözü ilə əvəz edilmişdir
9153," 9 iyul 2021-ci il tarixli 360-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 25 iyul 2021-ci il, № 152, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 7, maddə 711) ilə 68"
9154,0
9155,3-cü maddənin sonunda nöqtə işarəsi nöqtəli vergül işarəsi ilə əvəz edilmişdir və yeni məzmunda 68
9156,0
9157,4-cü maddə əlavə edilmişdir
9158," 2 iyun 2020-ci il tarixli 126-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 iyul 2020-ci il, № 140, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 7, maddə 841) ilə 72"
9159,1-ci maddəyə yeni məzmunda ikinci cümlə əlavə edilmişdir
9160," 2 aprel 2021-ci il tarixli 287-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 21 may 2021-ci il, № 103, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 5 maddə 428) ilə 76"
9161,"1-ci maddənin ikinci cümləsinə “göstəriciləri ilə” sözlərindən sonra “, müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqanın (qurumun) informasiya sistemində, habelə digər dövlət informasiya sistemlərində (ehtiyatlarında) aşkar olunan məlumatlarla” sözləri əlavə edilmişdir"
9162," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 81"
9163,1-ci maddəyə “ölçü cihazları” sözlərindən sonra “və bu Məcəllənin 81
9164,2-ci maddəsində nəzərdə tutulan vasitələr” sözləri əlavə edilmişdir
9165," 20 oktyabr 2017-ci il tarixli 814-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 16 noyabr 2017-ci il, № 252, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 11, maddə 1966) ilə 81"
9166,2-ci maddədə “qaydaları” sözündən sonra “və yol hərəkəti təhlükəsizliyinin təmin edilməsi qaydaları” sözləri əlavə edilmişdir
9167,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 81"
9168,"2-ci maddədə “və yol hərəkəti təhlükəsizliyinin təmin edilməsi” sözləri “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə” sözləri ilə əvəz edilmişdir"
9169," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 81"
9170,3-cü maddədə “protokolda” sözündən sonra “(inzibati xəta haqqında iş üzrə qərarda)” sözləri əlavə edilmişdir
9171," 2 aprel 2021-ci il tarixli 287-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 21 may 2021-ci il, № 103, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 5 maddə 428) ilə yeni məzmunda 81-1-ci maddə əlavə edilmişdir"
9172," 29 noyabr 2019-cu il tarixli 1713-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 22 dekabr 2019-cu il, № 285, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2019-cu il, № 12, maddə 1900) ilə yeni məzmunda 82"
9173,2-1 – 82
9174,2-7-ci maddələr əlavə edilmişdir
9175," 29 noyabr 2019-cu il tarixli 1713-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 22 dekabr 2019-cu il, № 285, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2019-cu il, № 12, maddə 1900) ilə 82"
9176,5-ci maddənin birinci cümləsi yeni redaksiyada verilmişdir
9177,əvvəlki redaksiyada deyilirdi:Ekspert öz adından yazılı formada rəy verir və onu imzalayır
9178," 29 noyabr 2019-cu il tarixli 1713-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 22 dekabr 2019-cu il, № 285, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2019-cu il, № 12, maddə 1900) ilə yeni məzmunda 82"
9179,6 – 82
9180,8 maddələr əlavə edilmişdir
9181," 29 noyabr 2019-cu il tarixli 1713-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 22 dekabr 2019-cu il, № 285, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2019-cu il, № 12, maddə 1900) ilə yeni məzmunda 82-1-ci maddə əlavə edilmişdir"
9182," [68][68] 28 oktyabr 2016-cı il tarixli 366-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 13 dekabr 2016-cı il, № 276, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 12, maddə 1984) ilə yeni məzmunda 88"
9183,1
9184,5-1-ci maddə əlavə edilmişdir
9185," 1 may 2018-ci il tarixli 1094-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 29 iyun 2018-ci il, № 141, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, №6, maddə 1153) ilə yeni məzmunda 88"
9186,1
9187,5-2-ci maddə əlavə edilmişdir
9188," [70][70] 1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə 88"
9189,1
9190,6-cı maddənin sonunda nöqtə işarəsi nöqtəli vergül işarəsi ilə əvəz edilmişdir və yeni məzmunda 88
9191,1
9192,7-ci maddə əlavə edilmişdir
9193," 1 may 2018-ci il tarixli 1094-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 29 iyun 2018-ci il, № 141, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, №6, maddə 1153) ilə 89"
9194,3-cü və 89
9195,6-cı maddələrə “Fövqəladə” sözündən sonra “və ya hərbi” sözləri əlavə edilmişdir
9196," [72][72] 28 oktyabr 2016-cı il tarixli 366-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 13 dekabr 2016-cı il, № 276, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 12, maddə 1984) ilə yeni məzmunda 89"
9197,3-1-ci maddə əlavə edilmişdir
9198," [73][73] 28 oktyabr 2016-cı il tarixli 366-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 13 dekabr 2016-cı il, № 276, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 12, maddə 1984) ilə 89"
9199,"4-cü maddədə “513” rəqəmlərindən sonra “, 517-1” rəqəmləri, “çətinlik yaratdığı hallarda” sözlərindən sonra isə “, habelə şəxsin narkomaniyadan məcburi müalicəyə ehtiyacının olub-olmamasını müəyyənləşdirmək məqsədi ilə tibbi yoxlamaya göndərildiyi hallarda” sözləri əlavə edilmişdir"
9200," 1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə 89"
9201,"4-cü maddədə “və ya 535-ci,” sözləri “, 535 və 610-618-ci” sözləri ilə əvəz edilmişdir"
9202," 30 noyabr 2018-ci il tarixli 1371-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 dekabr 2018-ci il, № 287, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 12, I kitab, maddə 2507) ilə 92"
9203,3-cü maddəsinin üçüncü cümləsinə “göndərişlər” sözündən sonra “açıla və ya” sözləri əlavə edilmişdir
9204," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 96"
9205,1
9206,"1-ci maddədə “sürücülük vəsiqəsi, nəqliyyat vasitəsinin qeydiyyat şəhadətnaməsi, yaxud həmin nəqliyyat vasitəsini idarə etmək hüququ verən digər əsas” sözləri “nəqliyyat vasitəsini idarə etmək hüququ və ya nəqliyyat vasitəsinə sahiblik hüququ” sözləri ilə əvəz edilmişdir"
9207," 23 iyun 2023-cü il tarixli 925-VIQD nömrəli Azərbaycan Respublikasının Qanunu (Azərbaycan Dövlət İnformasiya Agentliyinin (AZƏRTAC-ın) rəsmi internet saytı, 17 iyul 2023-cü il, “Azərbaycan” qəzeti, 18 iyul 2023-cü il, № 148) ilə 96"
9208,1
9209,4-cü maddədə və 315
9210,3-cü maddənin dispozisiyasında “göstərən” sözü “edən” sözü ilə əvəz edilmişdir
9211," 20 oktyabr 2017-ci il tarixli 814-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 16 noyabr 2017-ci il, № 252, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 11, maddə 1966) ilə 96"
9212,1
9213,"6-cı maddədə, 150"
9214,11-ci maddənin birinci və yeddinci cümlələrində və 529
9215,"3-cü maddədə “xətaların” sözündən sonra “, yaxud bu Məcəllənin 353"
9216,2-ci maddəsində nəzərdə tutulan inzibati xətanın” sözləri əlavə edilmişdir
9217," [78][78] 01 fevral 2016-cı il tarixli 123-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2016-cı il, № 62, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 03, maddə 397) ilə 96"
9218,1
9219,6-cı maddənin sоnundа nöqtə işarəsi nöqtəli vergül işarəsi ilə əvəz edilmişdir və yeni məzmunda 96
9220,1
9221,7-ci maddə əlavə edilmişdir
9222," 29 iyun 2018-ci il tarixli 1226-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 11 iyul 2018-ci il, № 151, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1438) ilə 97"
9223,"1-ci maddədə, 97"
9224,"3-cü maddənin birinci və üçüncü cümlələrində, 127-2"
9225,6-cı və 354
9226,0
9227,"8-ci maddələrdə, 552-ci maddənin adında və mətnində ismin müvafiq hallarında “müvafiq icra hakimiyyəti orqanı” sözləri ismin müvafiq hallarında “müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqan (qurum)” sözləri ilə əvəz edilmişdir"
9228,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 97"
9229,1-ci maddəyə “mühafizə olunan” sözlərindən və 124
9230,5-ci maddənin birinci cümləsinə “mühafizə edilən” sözlərindən əvvəl “ən yaxın” sözləri əlavə edilmişdir
9231," [80][80] 24 iyun 2016-cı il tarixli 303-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Respublika” qəzeti, 21 iyul 2016-cı il, № 155, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 7, maddə 1249) ilə yeni məzmunda 97"
9232,2-1-ci maddə əlavə edilmişdir
9233," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 97"
9234,4-cü maddənin birinci cümləsində “10 gün müddətində bu Məcəllənin 57-ci maddəsində” sözləri “20 gün müddətində bu Məcəllənin 57
9235,1 – 57
9236,"5-ci maddələrində” sözləri ilə, ikinci cümləsində “saxlanılmış nəqliyyat vasitəsinin istifadəçisinə” sözləri “nəqliyyat vasitəsi dayandırılaraq barəsində inzibati xəta haqqında iş üzrə elektron qərar qəbul edilmiş şəxsə” sözləri ilə əvəz edilmişdir"
9237," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə yeni məzmunda 97"
9238,4-1-ci maddə əlavə edilmişdir
9239," 2 aprel 2021-ci il tarixli 287-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 21 may 2021-ci il, № 103, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 5 maddə 428) ilə 99"
9240,1
9241,"1-ci maddəyə “köməyi” sözündən sonra “, eləcə də müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqanın (qurumun) informasiya sistemi, habelə digər dövlət informasiya sistemləri (ehtiyatları) vasitəsi” sözləri əlavə edilmişdir"
9242," [84][84] 1 fevral 2017-ci il tarixli 509-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2017-ci il, № 61) ilə 99"
9243,1
9244,2-ci maddədə “və təşkilatlarından” sözləri “(qurumlarından)” sözü ilə əvəz edilmişdir
9245," [85][85] 1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə yeni məzmunda 99"
9246,3-1-ci maddə əlavə edilmişdir
9247," [86][86] 1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə 99"
9248,4
9249,3-cü maddədə “qərardad” sözündən sonra “(qərar)” sözü əlavə edilmişdir
9250," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 100"
9251,1
9252,3-cü və 115
9253,1
9254,"3-cü maddələrə “məlumat” sözündən sonra “, o cümlədən vətəndaşın fərdi identifikasiya nömrəsi” sözləri əlavə edilmişdir"
9255," [88][88] 04 mart 2016-cı il tarixli 171-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2016-cı il, № 62, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 03, maddə 429) ilə 102"
9256,1-ci maddəyə “qaydaları əleyhinə” sözlərindən sonra “və bu Məcəllənin 602
9257,1-ci və 602
9258,2-ci maddələrində nəzərdə tutulmuş” sözləri əlavə edilmişdir
9259,"20 oktyabr 2017-ci il tarixli 817-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 11 noyabr 2017-ci il, № 248, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 11, maddə 1969) ilə 102"
9260,"1-ci maddədə “bu Məcəllənin” sözlərindən sonra “227-ci,” sözləri əlavə edilmişdir"
9261,"1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə 102"
9262,"1-ci maddədə “qaydaları” sözündən sonra “, hərbi xidmət” sözləri, “227-ci,” sözlərindən sonra “232-1-ci, 351-1-ci,” sözləri əlavə edilmişdir"
9263,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 102"
9264,"1-ci, 124"
9265,"2-ci, 125"
9266,"7-ci maddələrə, 127-ci maddənin adına və 150"
9267,"4-cü maddəyə “hərəkəti qaydaları” sözlərindən sonra “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə qaydaları” sözləri əlavə edilmişdir"
9268,"5 noyabr 2021-ci il tarixli 397-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 noyabr 2021-ci il, № 250, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 11, maddə 1208) ilə 102"
9269,"1-ci maddəyə ""351-1-ci,"" sözlərindən sonra ""398-ci,"" sözləri əlavə edilmişdir"
9270," 27 may 2022-ci il tarixli 540-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 6 iyul 2022-ci il, № 141, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2022-ci il, №7, maddə 694) ilə 102"
9271,"1-ci maddəyə “351-1-ci,” sözlərindən sonra “371-1-ci,” sözləri əlavə edilmişdir və həmin maddədə “və 602"
9272,"2-ci” sözləri “, 602"
9273,2-ci və 602-3-cü” sözləri ilə əvəz edilmişdir
9274," [89][89] 1 may 2020-ci il tarixli 69-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 1 iyun 2020-ci il, № 102, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 5, maddə 519) ilə 103"
9275,1-ci və 103
9276,2-ci maddələrdə “prokurorun qərarı” sözləri “prokurorun inzibati xəta haqqında iş üzrə icraatın başlanması haqqında qərarı və ya bu Məcəllənin 102
9277,6-cı maddəsində nəzərdə tutulmuş qaydada tərtib etdiyi protokol” sözləri ilə əvəz edilmişdir
9278," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 104"
9279,6-cı maddədə “596
9280,2-ci” sözləri “596
9281,3-cü” sözləri ilə əvəz edilmişdir
9282," [91][91] 1 fevral 2017-ci il tarixli 509-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2017-ci il, № 61) ilə 115"
9283,4
9284,2-ci maddədə “orqanlarına” sözündən sonra “(qurumlarına)” sözü əlavə edilmişdir
9285," 31 oktyabr 2017-ci il tarixli 851-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 3 dekabr 2017-ci il, № 267, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 12, I kitab maddə 2217) ilə 116"
9286,"1-ci maddədə “, 603, 604, 606"
9287,2 və 606
9288,3-cü” sözləri “və 603-cü” sözləri ilə əvəz edilmişdir
9289,"18 dekabr 2018-ci il tarixli 1395-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 18 yanvar 2019-cu il, № 13, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2019-cu il, № 01, maddə 15) ilə 116"
9290,1-ci maddəyə “279
9291,0
9292,"1,” rəqəmlərindən sonra “393-1"
9293,"2, 393-1"
9294,"4,” rəqəmləri əlavə edilmişdir"
9295,"8 may 2020-ci il tarixli 94-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 24 iyun 2020-ci il, № 120, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2020-ci il, № 6, maddə 672) ilə 116"
9296,"1-ci maddəyə “532,” rəqəmlərindən sonra “533-1,” rəqəmləri əlavə edilmişdir"
9297,"20 dekabr 2021-ci il tarixli 433-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 28 yanvar 2022-ci il, № 19, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2022-ci il, № 1, maddə 2) ilə 116"
9298,1-ci maddəyə “bu Məcəllənin” sözlərindən sonra “192
9299,"6, 192"
9300,"10, 192"
9301,"11, 201, 203,” rəqəmləri əlavə edilmişdir və həmin maddədə “539 – 544” rəqəmləri “539, 540"
9302,3 – 540
9303,"5, 541 – 544” rəqəmləri ilə əvəz edilmişdir"
9304," 31 oktyabr 2017-ci il tarixli 851-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 3 dekabr 2017-ci il, № 267, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 12, I kitab maddə 2217) ilə 116"
9305,4-cü maddənin dördüncü cümləsində “inzibati cərimənin şərti olaraq tətbiq edilməsi haqqında qərarda nəzərdə tutulan cərimə ödənilməlidir” sözləri “hüquqpozmanın aradan qaldırılması müddətinin axımı məlumatın daxil olduğu gündən bərpa olunur” sözləri ilə əvəz edilmişdir
9306," [94][94] 01 fevral 2016-cı il tarixli 123-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2016-cı il, № 62, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 03, maddə 397) ilə 16-cı fəslinin adına “qaydaları” sözündən sonra “və yol hərəkəti təhlükəsizliyinin təmin edilməsi qaydaları” sözləri əlavə edilmişdir"
9307,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 16-cı fəslin adında “və yol hərəkəti təhlükəsizliyinin təmin edilməsi” sözləri “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə” sözləri ilə əvəz edilmişdir"
9308," [95][95] 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 120-ci maddənin adına “hərəkəti qaydaları” sözlərindən sonra “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə qaydaları” sözləri əlavə edilmişdir"
9309," [96][96] 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 120-ci maddənin mətnində “348-ci” sözləri “356-cı” sözləri ilə əvəz edilmişdir və mətnə “hərəkəti qaydaları” sözlərindən sonra “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə qaydaları” sözləri əlavə edilmişdir"
9310," [97][97] 01 fevral 2016-cı il tarixli 123-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 19 mart 2016-cı il, № 62, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2016-cı il, № 03, maddə 397) ilə 122"
9311,1-ci maddəsinə “346
9312,"3” rəqəmlərindən sonra “, 353"
9313,2” rəqəmləri əlavə edilmişdir
9314,"16 dekabr 2016-cı il tarixli 468-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 5 fevral 2017-ci il, № 26, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 2, maddə 139) ilə 122"
9315,1-ci maddədə “346
9316,"3,” rəqəmlərindən sonra “346-1"
9317,"1, 346-1"
9318,"5,” rəqəmləri əlavə edilmişdir"
9319,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9320,"1-ci maddənin birinci cümlədə “330” rəqəmlərindən sonra “, 339"
9321,"1-1” rəqəmləri əlavə edilmişdir və “xəta haqqında elektron protokol tərtib olunur” sözləri “tənbeh vermə haqqında elektron qərar çıxarılır” sözləri ilə əvəz edilmişdir, ikinci cümlədə “İnzibati xəta haqqında elektron protokol tərtib edildikdən dərhal sonra” sözləri “Təsdiq edilmiş həmin qərar real vaxt rejimində” sözləri ilə əvəz edilmişdir"
9322," 16 dekabr 2022-ci il tarixli 694-VIQD nömrəli Azərbaycan Respublikasının Qanunu (Azərbaycan Dövlət İnformasiya Agentliyinin (AZƏRTAC-ın) rəsmi internet saytı, 1 fevral 2023-cü il, “Azərbaycan” qəzeti, 2 fevral 2023-cü il, № 23, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2023-cü il, № 2, maddə 149) ilə 122"
9323,1-ci maddədə “346
9324,3” rəqəmləri “346” rəqəmləri ilə əvəz edilmişdir
9325," 13 iyun 2017-ci il tarixli 740-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 16 iyul 2017-ci il, № 151, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 7, maddə 1299) ilə 122"
9326,"2-ci, 339"
9327,"1-ci, 340"
9328,1-ci maddələrində və 332-ci maddəsinin “Qeyd” hissəsində “icarə müqaviləsi” sözləri “icarə və ya digər əşya hüquqlarına dair müqavilə” sözləri ilə əvəz edilmişdir
9329,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9330,"2-ci maddədə “xəta haqqında elektron protokol” sözləri “tənbeh vermə haqqında elektron qərar” sözləri ilə əvəz edilmişdir, “istifadəsində” sözündən sonra “, yaxud dövlət qurumunun istifadəsində” sözləri və “mülkiyyətçisi” sözündən sonra “olan fiziki şəxs” sözləri əlavə edilmişdir"
9331,"20 dekabr 2021-ci il tarixli 433-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 28 yanvar 2022-ci il, № 19, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2022-ci il, № 1, maddə 2) ilə 122"
9332,"2-ci, 124"
9333,"5-ci, 124"
9334,6-cı və 127-1
9335,1-ci maddələrdə “tərtib edilir” sözləri “çıxarılır” sözü ilə əvəz edilmişdir
9336," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9337,3-cü maddədə “xəta haqqında elektron protokolda bu Məcəllənin 100
9338,1-ci” sözləri “tənbeh vermə haqqında elektron qərarda bu Məcəllənin 115
9339,1-ci” sözləri ilə əvəz edilmişdir
9340,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9341,3
